attachment_id	gloss	user_id	height	width	length	train	begin	end	number	aliceai-llm	command-a-reasoning-08-2025	DeepSeek-V3-0324	gemma-3-27b-it	GigaChat-2-Max	GigaChat-Plus	GigaChat-2-Pro	GigaChat-2	gpt-5.2	gpt-oss-120b	Llama-3.1-8B-Instruct	Llama-3.3-70B-Instruct	Olmo-3.1-32B-Instruct	qQwen3-32B	yandex-gpt-5lite	mbart-large-50	mT5-small	nllb-200-distilled-600M	opus-mt-ru-en
184c2203-0e8f-4a20-8085-72b569591ef2	аккуратный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	85.0	True	14	34	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
bc02b866-8c69-4912-aa83-672a1b49db7f	аккуратный	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	146.0	True	52	90	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
252de8df-ccf2-4cea-a784-3354fd5c99ba	аккуратный	8fe40f6fd9510b901edd9e64641d8618	1280	720	103.0	False	21	76	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
475c3bdb-a2ce-4234-9e82-cae04e9a13ee	аккуратный	185bd3a81d9d618518d10abebf0d17a8	1920	1080	83.0	True	5	38	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
7ddf1782-c25f-4902-acb4-558e07d9447f	аккуратный	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	120.0	True	26	70	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
cd323d32-b8ff-4b6b-a4cf-ed255f230700	аккуратный	185bd3a81d9d618518d10abebf0d17a8	1920	1080	86.0	True	9	46	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
87f53c43-8cef-4046-8c63-c2aa74c0da86	аккуратный	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	135.0	True	52	96	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
d7b43aab-f44a-4643-85f4-b2828dfbbb19	аккуратный	0211b488644476dd0fec656ccb9b74fc	1920	1080	92.0	True	28	62	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
1442ff7d-ad37-4d36-b5c6-0176d98d847a	аккуратный	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	70.0	True	2	36	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
eed5b47e-8223-41e8-928b-981a71dd6073	аккуратный	dbc8429e8eaae0ac020b062e02d00c47	1920	1080	97.0	False	17	53	0	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	ХОРОШО	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЙ	АККУРАТНЫЕ	АККУРАТНЫЕ	АККУРАТНЫЕ
bf86b574-9156-467d-bf6f-a29c4b022c14	белка	185bd3a81d9d618518d10abebf0d17a8	1920	1080	96.0	True	7	54	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
b1debdef-7235-4961-90e4-0de4919d3687	белка	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	131.0	True	29	66	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
5d0fdf24-ce60-4138-8266-11bb3c1713eb	белка	185bd3a81d9d618518d10abebf0d17a8	1920	1080	78.0	True	5	39	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
813c37ef-b693-4f05-a95e-0e75d48a3182	белка	0211b488644476dd0fec656ccb9b74fc	1920	1080	104.0	True	17	63	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
41d29ece-8ca5-444b-ae55-58983f8b0cf4	белка	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	106.0	True	14	49	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
b3699e7f-e32c-42bc-ad6d-d44223a60ad3	белка	0211b488644476dd0fec656ccb9b74fc	1920	1080	108.0	True	22	72	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
e983bd3b-11ae-4790-937f-d757bb477ae5	белка	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	103.0	True	12	55	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
eee48fee-e3e0-4439-b503-1b0e9eca1052	белка	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	83.0	True	1	30	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
f7b4e322-f01e-4dc9-b3b0-4a0c560c7d08	белка	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	102.0	True	22	51	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
466171de-fecc-4bcf-8509-a6b91ecb71f5	белка	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	125.0	True	18	68	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
5bf4e929-5341-4af4-a4ec-74a4349166b0	белка	0211b488644476dd0fec656ccb9b74fc	1920	1080	134.0	True	27	80	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
cb55d551-4996-45ce-afcb-bd71dae4d406	белка	185bd3a81d9d618518d10abebf0d17a8	1920	1080	154.0	True	21	80	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
07a1d251-7118-41ec-aeeb-2703a5399b6c	белка	63db05b188249dbd9ce7cc98fe205e1f	1920	1080	151.0	False	36	90	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
27222517-5021-4bd1-84e5-8d93b1fef2e8	белка	3018b64d2c938f5b6a0826dfdf486f2c	1920	1080	137.0	False	31	90	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
c44f98dd-66af-4b88-a4d4-de6187a82384	белка	e4bd328bca8e6f51bd6f4f019692b666	1920	1080	83.0	False	16	52	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
66e2ce05-fb38-4b5a-a7a2-08488683b1c2	белка	798aa826b6129d33f72f62d4ba60b681	720	1280	100.0	False	11	65	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
84232de2-6fce-4119-9406-c9c9b575a877	белка	0211b488644476dd0fec656ccb9b74fc	1920	1080	121.0	True	25	79	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
e7bad7f8-0212-47ff-9a99-38d47cf44948	белка	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	96.0	True	10	49	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
840b8baf-1e4b-4ae8-9897-58e27f47385f	белка	4299b8ccf39ace57287b463fbe4a489b	1920	960	114.0	False	26	63	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
3b3bf2d0-c9b2-45f1-922d-d04ecd83fca3	белка	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	135.0	True	26	68	1	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛЬКА	БЕЛЬКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА	БЕЛКА
3b60271d-9f2f-4ef0-a1b9-03c04c93aaed	билет	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	90.0	True	9	52	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
05f8adf0-ea4e-4aee-bee3-e36857eeeb9a	билет	185bd3a81d9d618518d10abebf0d17a8	1920	1080	118.0	True	26	68	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
f10532f1-5b46-414e-92ca-17bc00f76023	билет	185bd3a81d9d618518d10abebf0d17a8	1920	1080	130.0	True	31	87	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
c14970fb-eaa7-4c18-b3f9-1afd3ad79bd1	билет	2e900e56b0b0d7fe1c3978e6391fbc91	1920	1080	90.0	False	13	60	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
7e1fa56f-8b85-4b6e-81da-e15bd965c404	билет	bcf5a67e65444f6c1d3119b5d6c3558b	1920	1080	73.0	False	12	40	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
58a9d74a-9332-48d7-aa73-3e4dfed1626a	билет	0211b488644476dd0fec656ccb9b74fc	1920	1080	142.0	True	27	95	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
eca89b66-4a6d-4dc3-8ab5-debe3b08fe83	билет	185bd3a81d9d618518d10abebf0d17a8	1920	1080	108.0	True	16	66	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
3a7641af-5ee0-4025-b60f-3922a3ef2e08	билет	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	90.0	True	9	51	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
704b327a-09b6-4705-a5c4-8c2e7c0b19ae	билет	46dd04a1caa75ed3082b573cb5a3ad26	1920	1080	84.0	True	11	46	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
29827ef5-4e63-4ab6-8112-2fd0fa82306c	билет	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	107.0	True	18	61	2	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ	БИЛЕТ
